state,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,critical_staffing_shortage_today_not_reported,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_coverage,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_confirmed_coverage,previous_day_admission_pediatric_covid_suspected,previous_day_admission_pediatric_covid_suspected_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,geocoded_state,previous_day_admission_adult_covid_confirmed_18-19,previous_day_admission_adult_covid_confirmed_18-19_coverage,previous_day_admission_adult_covid_confirmed_20-29,previous_day_admission_adult_covid_confirmed_20-29_coverage,previous_day_admission_adult_covid_confirmed_30-39,previous_day_admission_adult_covid_confirmed_30-39_coverage,previous_day_admission_adult_covid_confirmed_40-49,previous_day_admission_adult_covid_confirmed_40-49_coverage,previous_day_admission_adult_covid_confirmed_50-59,previous_day_admission_adult_covid_confirmed_50-59_coverage,previous_day_admission_adult_covid_confirmed_60-69,previous_day_admission_adult_covid_confirmed_60-69_coverage,previous_day_admission_adult_covid_confirmed_70-79,previous_day_admission_adult_covid_confirmed_70-79_coverage,previous_day_admission_adult_covid_confirmed_80+,previous_day_admission_adult_covid_confirmed_80+_coverage,previous_day_admission_adult_covid_confirmed_unknown,previous_day_admission_adult_covid_confirmed_unknown_coverage,previous_day_admission_adult_covid_suspected_18-19,previous_day_admission_adult_covid_suspected_18-19_coverage,previous_day_admission_adult_covid_suspected_20-29,previous_day_admission_adult_covid_suspected_20-29_coverage,previous_day_admission_adult_covid_suspected_30-39,previous_day_admission_adult_covid_suspected_30-39_coverage,previous_day_admission_adult_covid_suspected_40-49,previous_day_admission_adult_covid_suspected_40-49_coverage,previous_day_admission_adult_covid_suspected_50-59,previous_day_admission_adult_covid_suspected_50-59_coverage,previous_day_admission_adult_covid_suspected_60_69,previous_day_admission_adult_covid_suspected_60-69_coverage,previous_day_admission_adult_covid_suspected_70-79,previous_day_admission_adult_covid_suspected_70-79_coverage,previous_day_admission_adult_covid_suspected_80,previous_day_admission_adult_covid_suspected_80+_coverage,previous_day_admission_adult_covid_suspected_unknown,previous_day_admission_adult_covid_suspected_unknown_coverage,deaths_covid,deaths_covid_coverage,on_hand_supply_therapeutic_a_casirivimab_imdevimab_courses,on_hand_supply_therapeutic_b_bamlanivimab_courses,on_hand_supply_therapeutic_c_bamlanivimab_etesevimab_courses,previous_week_therapeutic_a_casirivimab_imdevimab_courses_used,previous_week_therapeutic_b_bamlanivimab_courses_used,previous_week_therapeutic_c_bamlanivimab_etesevimab_courses_used,icu_patients_confirmed_influenza,icu_patients_confirmed_influenza_coverage,previous_day_admission_influenza_confirmed,previous_day_admission_influenza_confirmed_coverage,previous_day_deaths_covid_and_influenza,previous_day_deaths_covid_and_influenza_coverage,previous_day_deaths_influenza,previous_day_deaths_influenza_coverage,total_patients_hospitalized_confirmed_influenza,total_patients_hospitalized_confirmed_influenza_and_covid,total_patients_hospitalized_confirmed_influenza_and_covid_coverage,total_patients_hospitalized_confirmed_influenza_coverage,all_pediatric_inpatient_bed_occupied,all_pediatric_inpatient_bed_occupied_coverage,all_pediatric_inpatient_beds,all_pediatric_inpatient_beds_coverage,previous_day_admission_pediatric_covid_confirmed_0_4,previous_day_admission_pediatric_covid_confirmed_0_4_coverage,previous_day_admission_pediatric_covid_confirmed_12_17,previous_day_admission_pediatric_covid_confirmed_12_17_coverage,previous_day_admission_pediatric_covid_confirmed_5_11,previous_day_admission_pediatric_covid_confirmed_5_11_coverage,previous_day_admission_pediatric_covid_confirmed_unknown,previous_day_admission_pediatric_covid_confirmed_unknown_coverage,staffed_icu_pediatric_patients_confirmed_covid,staffed_icu_pediatric_patients_confirmed_covid_coverage,staffed_pediatric_icu_bed_occupancy,staffed_pediatric_icu_bed_occupancy_coverage,total_staffed_pediatric_icu_beds,total_staffed_pediatric_icu_beds_coverage,date,Demo | State Geographic Boundaries
KY,1,9,95,7,82,16,0,30,12193,104,8664,104,42,27,33,105,0,30,2,103,0,27,988,104,5,27,17,104,41,27,150,105,1,27,3,103,1319,104,0.710571639465267,104,8664,12193,0.023064250411862,27,42,1821,0.017758985200846,27,42,2365,0.015337423312883,27,5,326,0.749052312357847,104,988,1319,,0,99,2,88,3,88,0,87,4,89,5,90,9,90,8,91,2,104,0,30,0,27,0,27,0,15,0,27,0,27,0,27,0,27,0,30,0,17,11,0,64,0,0,0,1,105,1,105,0,14,0,14,15,0,14,105,309,103,482,103,1,103,1,84,0,85,0,103,0,103,38,103,73,103,08/19/2023 12:00:00 AM,
MI,26,103,24,29,120,4,0,27,20515,153,15059,153,26,24,37,153,2,133,1,149,0,24,1646,153,2,24,17,153,26,24,192,153,0,24,1,149,2252,153,0.734048257372654,153,15059,20515,0.010030864197531,24,26,2592,0.007338413773638,24,26,3543,0.004073319755601,24,2,491,0.730905861456483,153,1646,2252,,0,153,0,152,0,152,1,152,7,152,7,152,5,152,12,152,5,153,0,28,1,28,0,28,0,28,0,28,0,28,0,28,1,28,0,29,1,132,16,62,0,0,0,0,1,153,0,153,0,24,0,24,100,0,24,153,499,149,887,149,0,149,0,148,0,148,1,149,0,149,107,149,172,149,08/19/2023 12:00:00 AM,
TX,4,25,432,4,50,407,11,58,56800,459,43573,459,256,54,200,461,24,68,13,458,0,54,5216,457,50,54,135,457,242,54,926,461,14,54,50,458,6255,457,0.767130281690141,459,43573,56800,0.023415348028903,54,256,10933,0.017165079790801,54,256,14914,0.026852846401719,53,50,1862,0.833892885691447,457,5216,6255,,2,461,12,461,11,461,9,461,34,461,34,461,54,461,54,461,4,461,0,65,0,66,3,66,1,66,6,66,8,66,3,66,3,66,0,67,0,57,0,0,0,0,0,0,13,461,17,461,0,54,0,54,70,1,54,461,2735,458,3390,458,7,458,3,458,3,458,0,458,11,458,500,458,668,458,08/19/2023 12:00:00 AM,
NC,1,39,74,9,75,30,29,103,20385,114,16160,114,989,103,71,114,185,108,2,110,4,103,1698,114,135,103,38,114,968,103,377,114,21,103,13,110,2142,114,0.792739759627177,114,16160,20385,0.062837537327657,103,989,15739,0.049959587795514,103,989,19796,0.065312046444122,103,135,2067,0.792717086834734,114,1698,2142,,0,114,1,113,3,113,5,113,6,113,11,113,19,113,28,113,0,114,2,107,11,106,11,106,15,106,30,106,38,106,46,106,32,106,0,107,11,103,0,0,0,0,0,0,1,114,1,114,0,102,0,102,7,2,102,114,586,110,894,110,2,110,0,109,0,109,0,110,0,110,119,110,155,110,08/19/2023 12:00:00 AM,
IA,0,15,101,1,73,42,0,54,7015,116,4345,116,47,53,17,116,2,55,0,114,0,53,366,116,2,53,7,116,46,53,74,116,1,53,3,114,553,116,0.619387027797577,116,4345,7015,0.017153284671533,53,47,2740,0.01106924163919,53,47,4246,0.006024096385542,53,2,332,0.661844484629295,116,366,553,,0,116,0,93,1,93,1,93,1,93,1,93,5,92,8,93,0,116,0,55,0,54,0,54,0,54,0,54,1,54,0,54,1,53,0,55,0,53,347,0,647,0,0,0,1,116,0,116,0,16,0,16,1,0,16,116,158,114,385,114,0,114,0,91,0,91,0,114,0,114,35,114,75,114,08/19/2023 12:00:00 AM,
WA,0,15,79,0,16,78,7,90,10300,93,8624,93,238,90,31,94,0,93,0,92,0,18,819,93,16,90,16,93,233,90,235,94,5,90,5,92,1072,93,0.837281553398058,93,8624,10300,0.028411125701325,89,238,8377,0.023792862141358,89,238,10003,0.015296367112811,89,16,1046,0.763992537313433,93,819,1072,,0,94,2,94,4,94,1,94,3,94,3,94,6,94,11,94,1,94,0,21,1,21,0,21,0,21,0,21,1,21,1,21,0,21,0,21,2,14,0,0,0,0,0,0,0,94,2,94,0,14,0,14,17,0,90,94,320,92,471,91,0,92,0,92,0,92,0,92,0,92,51,92,78,91,08/19/2023 12:00:00 AM,
DC,0,0,11,0,9,2,0,1,2877,11,2165,11,9,2,6,11,12,11,0,10,0,2,230,11,0,2,3,11,9,2,35,11,0,2,4,10,340,11,0.752519986096628,11,2165,2877,0.018108651911469,2,9,497,0.013657056145675,2,9,659,0,2,0,76,0.676470588235294,11,230,340,,0,11,0,11,0,11,0,11,0,11,1,11,2,11,3,11,0,11,0,3,0,3,2,3,1,3,0,3,4,3,0,3,5,3,0,3,0,5,67,75,55,0,0,0,1,11,0,11,0,1,0,1,1,0,1,11,241,10,283,10,0,10,0,10,0,10,0,10,0,10,55,10,78,10,08/19/2023 12:00:00 AM,
PR,1,1,53,0,3,52,0,2,7964,55,5429,55,145,53,21,55,1,3,4,54,0,2,463,55,20,53,9,55,133,53,127,55,12,53,8,54,635,55,0.68169261677549,55,5429,7964,0.028701504354711,53,145,5052,0.019431787724471,53,145,7462,0.033557046979866,53,20,596,0.729133858267716,55,463,635,,0,55,0,55,0,55,0,55,1,55,4,55,3,55,13,55,0,55,0,3,0,3,0,3,0,3,0,3,0,3,0,3,1,3,0,3,1,2,0,0,0,0,0,0,1,55,7,55,0,2,0,2,32,0,2,55,434,54,973,54,3,54,1,54,0,54,0,54,0,54,28,54,83,54,08/19/2023 12:00:00 AM,
AZ,0,11,74,2,53,30,5,41,13902,84,10457,84,190,49,41,85,56,53,0,82,4,50,1004,85,172,49,10,85,183,49,139,85,7,49,8,82,1519,85,0.752193928931089,84,10457,13902,0.025817555938038,48,180,6972,0.019440544335241,48,180,9259,0.163809523809524,49,172,1050,0.660961158657011,85,1004,1519,,0,84,3,80,1,81,2,81,1,81,12,81,12,82,10,81,0,84,0,53,3,53,3,53,3,53,12,53,16,53,11,53,8,53,0,54,0,11,0,0,0,0,0,0,2,85,0,85,0,11,0,11,5,0,11,85,634,82,932,82,0,82,0,78,0,78,0,81,4,82,181,82,293,82,08/19/2023 12:00:00 AM,
OH,0,24,165,4,55,130,41,131,26459,189,20009,189,364,157,59,189,17,142,1,185,25,136,2438,189,41,157,31,189,292,157,245,189,72,157,9,185,3595,189,0.756226614762463,189,20009,26459,0.019433025465805,157,364,18731,0.014880222385741,157,364,24462,0.01177822464809,157,41,3481,0.678164116828929,189,2438,3595,,0,189,1,189,2,189,3,189,6,189,10,189,18,189,19,189,0,189,0,142,1,142,0,142,0,142,2,142,5,142,4,142,5,142,0,163,0,24,156,0,205,0,0,0,2,189,4,189,0,24,0,24,8,0,24,189,1318,185,1995,185,1,185,0,185,0,185,0,185,2,185,429,185,630,185,08/19/2023 12:00:00 AM,
VT,1,1,13,1,13,1,0,3,1177,15,862,15,9,2,4,15,1,3,0,14,0,2,77,15,2,2,3,15,7,2,25,15,2,2,2,14,97,15,0.732370433305013,15,862,1177,0.01978021978022,2,9,455,0.016635859519408,2,9,541,0.047619047619048,2,2,42,0.793814432989691,15,77,97,,0,14,0,13,0,13,0,13,0,13,0,13,1,14,3,13,0,15,0,3,0,3,0,3,0,3,0,3,1,3,0,3,0,3,0,3,0,3,8,0,0,0,0,0,0,15,0,15,0,2,0,2,0,0,3,15,12,14,61,14,0,13,0,12,0,13,0,14,0,14,2,14,4,14,08/19/2023 12:00:00 AM,
LA,2,21,124,2,130,15,1,32,12048,147,7892,147,79,23,46,147,8,26,1,144,3,23,935,147,13,23,16,147,68,23,162,147,11,23,65,144,1352,147,0.655046480743692,147,7892,12048,0.047878787878788,23,79,1650,0.029924242424242,23,79,2640,0.040498442367601,23,13,321,0.691568047337278,147,935,1352,,0,146,1,144,3,144,4,144,3,144,8,144,14,143,13,144,0,147,1,26,0,26,0,26,0,26,1,26,3,26,2,26,1,26,0,26,2,29,73,0,78,0,0,0,1,147,3,147,0,23,0,23,8,0,23,147,441,144,686,144,0,144,0,141,0,141,1,144,0,144,150,144,219,144,08/19/2023 12:00:00 AM,
WI,12,71,54,12,87,38,1,19,10868,137,7376,137,31,19,18,137,25,98,3,134,1,19,767,137,6,19,16,137,31,19,119,137,0,19,3,134,1146,137,0.67868973132131,137,7376,10868,0.029495718363463,19,31,1051,0.017857142857143,19,31,1736,0.038709677419355,19,6,155,0.669284467713787,137,767,1146,,0,137,0,136,1,136,2,136,2,136,3,136,5,135,5,136,0,137,0,22,0,22,4,22,0,22,4,22,4,22,5,22,8,22,0,23,1,21,,,,,,,0,137,0,137,0,19,0,19,1,0,19,137,316,134,501,134,0,134,1,133,0,133,2,134,0,134,69,134,92,134,08/19/2023 12:00:00 AM,
KS,3,14,108,5,111,9,0,23,7788,124,4315,124,12,25,8,125,7,28,1,122,0,25,527,125,0,25,3,125,11,25,44,125,1,25,3,122,766,125,0.554057524396508,124,4315,7788,0.012154696132597,24,11,905,0.006121313299944,24,11,1797,0,25,0,175,0.68798955613577,125,527,766,,0,124,0,110,0,110,1,110,1,110,0,110,3,110,3,110,0,124,0,28,0,28,1,28,0,28,0,28,1,28,2,28,3,28,0,28,0,23,159,22,0,0,0,0,0,125,1,125,0,23,0,23,1,0,23,125,152,122,305,122,1,121,0,108,0,108,0,121,1,122,31,122,77,122,08/19/2023 12:00:00 AM,
NJ,1,3,79,5,69,9,41,77,22540,80,14867,80,353,77,48,83,47,79,2,82,3,77,1065,83,25,77,22,83,280,77,256,83,73,77,19,82,2722,83,0.659582963620231,80,14867,22540,0.023596982907757,75,341,14451,0.015507753876938,75,341,21989,0.009184423218222,77,25,2722,0.391256429096253,83,1065,2722,,0,83,2,83,3,83,0,83,2,83,7,83,11,83,20,83,3,83,0,79,3,79,1,79,5,79,11,79,10,79,8,79,9,79,0,79,0,5,38,0,0,0,0,0,2,83,2,83,0,5,0,5,9,0,5,83,421,82,770,82,0,82,0,82,0,82,2,82,2,82,73,82,125,82,08/19/2023 12:00:00 AM,
HI,0,4,18,3,14,5,5,12,2416,22,1883,22,101,11,14,22,3,11,4,22,0,11,147,22,7,11,7,22,95,11,106,22,6,11,5,22,217,22,0.779387417218543,22,1883,2416,0.06975138121547,11,101,1448,0.05406852248394,11,101,1868,0.040462427745665,11,7,173,0.67741935483871,22,147,217,,0,22,0,21,0,21,0,21,0,21,3,21,4,21,5,21,2,22,0,11,0,11,0,11,1,11,1,11,0,11,0,11,1,11,0,11,0,9,109,0,0,0,0,15,2,22,0,22,0,8,0,8,9,0,8,22,67,22,111,22,1,22,1,21,2,21,0,22,0,22,12,22,27,22,08/19/2023 12:00:00 AM,
TN,2,85,26,13,88,12,12,99,18065,113,12735,113,278,98,50,113,9,103,3,110,5,99,1569,113,44,98,46,113,257,98,256,113,21,98,17,110,2392,113,0.704954331580404,113,12735,18065,0.02329478800067,98,278,11934,0.016413768672138,98,278,16937,0.019113814074718,98,44,2302,0.655936454849498,113,1569,2392,,0,113,0,112,3,112,2,112,3,112,8,112,16,112,15,111,3,113,0,102,0,102,0,102,0,102,3,102,3,102,2,102,1,102,0,102,0,32,0,0,0,0,0,0,7,113,1,113,0,33,0,33,31,0,33,113,617,110,877,110,3,110,0,109,0,109,0,110,7,110,109,110,160,109,08/19/2023 12:00:00 AM,
RI,1,0,13,1,11,2,0,2,2114,13,1847,13,4,2,6,14,0,3,1,13,0,2,118,13,0,2,3,13,4,2,37,14,0,2,2,13,146,13,0.873699148533586,13,1847,2114,0.032,2,4,125,0.025316455696203,2,4,158,0,2,0,17,0.808219178082192,13,118,146,,0,14,0,14,0,14,0,14,1,14,0,14,2,14,3,14,0,14,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,1,0,0,0,0,0,0,0,14,0,14,0,1,0,1,0,0,1,14,171,13,217,13,1,13,0,13,0,13,0,13,0,13,63,13,76,13,08/19/2023 12:00:00 AM,
MT,3,30,29,2,56,4,0,11,2585,62,1569,62,10,9,7,62,2,36,0,61,0,8,116,62,0,9,0,62,9,9,23,62,1,9,1,61,218,62,0.606963249516441,62,1569,2585,0.020746887966805,9,10,482,0.013106159895151,9,10,763,0,9,0,94,0.532110091743119,62,116,218,,0,62,0,56,1,55,0,53,1,54,1,54,1,54,3,54,0,62,0,9,0,8,0,8,1,8,0,8,0,8,0,8,1,8,0,9,0,38,0,0,0,0,0,0,0,62,0,62,0,6,0,6,0,0,6,62,25,61,88,61,0,61,0,54,0,54,0,61,0,61,2,61,30,61,08/19/2023 12:00:00 AM,
MN,0,0,128,6,81,41,0,11,9125,128,7395,128,5,11,16,128,0,12,1,127,0,11,619,128,0,11,9,128,5,11,115,128,0,11,4,127,818,128,0.81041095890411,128,7395,9125,0.040322580645161,11,5,124,0.017543859649123,11,5,285,0,11,0,16,0.756723716381418,128,619,818,,0,128,0,128,0,128,0,128,2,128,1,128,6,128,7,128,0,128,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,,0,522,,176,0,,0,2,128,0,128,,0,,0,4,,0,128,380,127,587,127,1,127,0,127,0,127,0,127,0,127,81,127,115,127,08/19/2023 12:00:00 AM,
DE,1,1,8,1,7,2,4,4,2518,10,1923,10,28,4,4,10,46,5,0,9,5,4,132,10,1,4,1,10,14,4,16,10,14,4,4,9,177,10,0.763701350277998,10,1923,2518,0.021604938271605,4,28,1296,0.017021276595745,4,28,1645,0.008928571428571,4,1,112,0.745762711864407,10,132,177,,0,10,0,10,0,10,0,10,0,10,1,10,2,10,1,10,0,10,0,5,4,5,4,5,1,5,10,5,10,5,4,5,13,5,0,5,0,3,115,0,0,0,0,0,0,10,0,10,0,3,0,3,0,0,3,10,164,9,243,9,0,9,0,9,0,8,0,9,0,9,25,9,44,9,08/19/2023 12:00:00 AM,
OK,0,1,125,12,88,26,0,30,8499,126,5559,126,98,29,18,126,41,77,0,124,0,29,655,126,18,29,12,126,89,29,81,126,9,29,11,124,898,126,0.654076950229439,126,5559,8499,0.033469945355191,29,98,2928,0.025238217872779,29,98,3883,0.034883720930233,29,18,516,0.729398663697105,126,655,898,,0,125,2,117,3,116,1,116,2,116,1,117,3,116,4,116,2,126,0,31,1,31,0,31,4,31,6,31,14,31,10,31,6,31,0,31,0,28,0,0,0,0,0,0,2,126,5,126,0,22,0,22,6,0,22,126,286,124,417,124,0,124,0,113,0,114,0,114,0,124,62,124,90,124,08/19/2023 12:00:00 AM,
NH,0,0,26,0,3,23,1,8,2531,26,2061,26,14,8,3,26,3,23,0,26,0,8,162,26,1,8,4,26,29,23,34,26,0,8,0,26,228,26,0.81430264717503,26,2061,2531,0.01859229747676,8,14,753,0.014973262032086,8,14,935,0.009708737864078,8,1,103,0.710526315789474,26,162,228,,0,26,0,26,0,26,1,26,0,26,0,26,2,26,0,26,0,26,0,8,0,8,0,8,0,8,0,8,1,8,1,8,1,8,0,9,0,3,,,,,,,0,26,0,26,0,3,0,3,0,0,3,26,21,26,69,26,0,26,0,26,0,26,0,26,0,26,4,26,8,26,08/19/2023 12:00:00 AM,
WV,0,0,54,0,3,51,,0,4734,53,3643,53,,0,11,54,0,4,0,50,,0,438,54,,0,8,54,,0,62,54,,0,1,50,594,54,0.769539501478665,53,3643,4734,,,,,,,,,,,,,0.737373737373737,54,438,594,,0,54,1,54,0,54,0,54,1,54,0,54,2,54,7,54,0,54,0,4,0,4,0,4,0,4,0,4,0,4,0,4,0,4,0,4,,0,,,,,,,0,54,0,54,,0,,0,1,,0,54,143,50,254,50,0,50,0,50,0,50,0,3,0,50,20,50,44,50,08/19/2023 12:00:00 AM,
MA,0,0,73,0,0,73,,0,16189,73,13773,73,,0,41,73,0,1,3,72,,0,963,73,,0,32,73,,0,290,73,,0,6,72,1203,73,0.850762863672864,73,13773,16189,,,,,,,,,,,,,0.800498753117207,73,963,1203,,0,73,0,73,0,73,2,73,3,73,6,73,13,73,22,73,1,73,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,,0,,,,,,,2,73,1,73,,0,,0,8,,0,73,720,72,1078,72,3,72,0,72,0,72,0,72,0,72,154,72,186,72,08/19/2023 12:00:00 AM,
CA,10,102,243,35,254,66,21,169,60616,355,46296,355,1266,162,315,355,66,179,10,347,1,160,4494,354,130,163,170,354,1225,162,1458,355,41,163,64,347,6466,354,0.763758743566055,355,46296,60616,0.051614481409002,162,1266,24528,0.039928091588608,162,1266,31707,0.036702428006776,163,130,3542,0.695020105165481,354,4494,6466,,3,352,20,349,19,348,16,348,36,348,41,349,61,348,101,349,19,354,1,176,5,174,2,175,3,175,8,175,14,175,9,175,18,175,6,165,7,138,2071,1022,518,0,0,0,3,355,4,355,0,105,0,150,22,1,146,355,2678,347,4217,347,5,345,2,339,3,341,0,343,20,347,846,347,1309,347,08/19/2023 12:00:00 AM,
VI,1,0,1,1,1,0,0,1,168,2,91,2,1,1,1,2,0,1,0,2,0,1,5,2,0,1,0,2,1,1,2,2,0,1,0,2,14,2,0.541666666666667,2,91,168,0.025,1,1,40,0.017857142857143,1,1,56,0,1,0,6,0.357142857142857,2,5,14,,0,2,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,,,,,,,0,2,0,2,0,1,0,1,0,0,1,2,5,2,16,2,0,2,0,1,0,1,0,2,0,2,0,2,3,2,08/19/2023 12:00:00 AM,
IN,6,74,48,7,115,6,0,51,14554,128,9983,128,42,38,21,128,0,71,1,126,1,38,1279,128,6,38,14,128,37,38,129,128,5,38,3,126,1963,128,0.685928267143053,128,9983,14554,0.012145748987854,38,42,3458,0.008313539192399,38,42,5052,0.00887573964497,38,6,676,0.651553744268976,128,1279,1963,,0,128,1,121,1,121,2,121,0,121,5,121,2,121,8,121,4,128,0,43,0,43,0,43,0,43,0,42,0,42,0,42,0,42,0,43,1,63,302,559,619,0,0,0,0,128,0,128,0,78,0,78,1,0,78,128,329,126,727,126,1,126,0,119,0,119,0,126,1,126,70,126,186,126,08/19/2023 12:00:00 AM,
